               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  41,            0.044516,            0.048601,           0.0091534,             0.78811,             0.79971,             0.85663,             0.49859,             0.04099,            0.029459,            0.004401,             0.00868,             0.00868,             0.00868
                  42,            0.042364,            0.047447,           0.0092593,             0.78875,              0.8167,             0.86659,             0.51445,            0.040871,            0.029401,           0.0043178,            0.008647,            0.008647,            0.008647
                  43,            0.044318,            0.046504,           0.0089957,             0.80861,              0.8314,             0.88407,             0.53157,            0.039043,            0.028804,            0.004356,            0.008614,            0.008614,            0.008614
                  44,            0.042828,            0.047385,           0.0090192,             0.80933,             0.81663,             0.87339,               0.507,            0.040803,            0.029239,           0.0044062,            0.008581,            0.008581,            0.008581
                  45,             0.04433,            0.045628,           0.0082303,             0.80576,             0.83283,             0.87949,             0.54581,            0.038904,            0.029825,           0.0043952,            0.008548,            0.008548,            0.008548
                  46,            0.043281,            0.046037,           0.0095026,             0.81374,             0.82747,             0.88238,             0.52573,            0.041831,            0.029224,           0.0043968,            0.008515,            0.008515,            0.008515
                  47,              0.0451,            0.045361,            0.008999,             0.81538,             0.81659,             0.87223,             0.49948,            0.041545,            0.028255,           0.0043431,            0.008482,            0.008482,            0.008482
                  48,            0.046006,            0.043074,           0.0081453,             0.77138,             0.83202,             0.87846,             0.51919,            0.041525,             0.02864,           0.0043988,            0.008449,            0.008449,            0.008449
                  49,            0.043146,            0.048062,           0.0085379,             0.84991,             0.84575,             0.90619,             0.56973,            0.037562,             0.02822,           0.0044034,            0.008416,            0.008416,            0.008416
                  50,            0.042347,            0.050241,           0.0084394,             0.84422,             0.81605,             0.89288,             0.54665,            0.038828,            0.028707,            0.004342,            0.008383,            0.008383,            0.008383
                  51,            0.041188,            0.042854,           0.0095026,             0.78035,               0.887,             0.90163,              0.5462,            0.037529,               0.028,           0.0043065,             0.00835,             0.00835,             0.00835
                  52,            0.041771,            0.047577,           0.0074692,             0.76637,             0.88131,             0.89801,             0.52317,            0.039019,            0.028575,           0.0041419,            0.008317,            0.008317,            0.008317
                  53,            0.044534,            0.048452,           0.0085657,             0.76241,             0.87302,             0.89466,             0.54936,            0.037034,            0.028079,           0.0039862,            0.008284,            0.008284,            0.008284
                  54,            0.043165,             0.04353,           0.0086802,              0.8549,             0.79615,             0.88382,             0.54083,            0.036455,            0.028076,            0.003927,            0.008251,            0.008251,            0.008251
                  55,            0.041046,            0.044728,           0.0079049,             0.77579,             0.85067,             0.88097,             0.55107,            0.037142,            0.027856,           0.0038778,            0.008218,            0.008218,            0.008218
                  56,            0.040891,            0.045207,           0.0083182,             0.83739,             0.84313,             0.89822,             0.56027,            0.036842,            0.027802,           0.0038414,            0.008185,            0.008185,            0.008185
                  57,            0.040825,            0.047235,           0.0074376,             0.80578,             0.81275,             0.87722,             0.53577,             0.03902,            0.028201,           0.0039164,            0.008152,            0.008152,            0.008152
                  58,            0.041114,            0.041888,           0.0081863,             0.81371,             0.83955,               0.891,             0.54827,             0.03732,            0.027738,           0.0038578,            0.008119,            0.008119,            0.008119
                  59,            0.041429,            0.042848,           0.0080992,             0.81227,             0.83877,             0.89342,             0.55948,            0.037168,            0.027482,           0.0037544,            0.008086,            0.008086,            0.008086
                  60,            0.041217,            0.049952,           0.0080237,             0.82089,             0.82423,             0.88548,             0.55647,            0.037311,            0.027563,            0.003751,            0.008053,            0.008053,            0.008053
                  61,            0.040222,            0.043193,           0.0074233,             0.80514,             0.82639,              0.8834,             0.54532,            0.036441,            0.027684,           0.0037369,             0.00802,             0.00802,             0.00802
                  62,            0.041855,            0.044492,           0.0083436,             0.79092,             0.84344,             0.87805,             0.55562,            0.036987,            0.027339,           0.0037174,            0.007987,            0.007987,            0.007987
